0.000000,0.000000
0.000381,-0.000258
-0.001224,0.001339
-0.002300,0.002530
-0.002308,0.002538
-0.004917,0.005253
-0.024509,-0.013324
-0.046424,-0.029471
-0.040417,-0.022757
-0.063640,-0.037604
-0.064629,-0.036621
-0.098327,-0.084779
-0.093633,-0.067584
-0.123547,-0.097641
-0.124289,-0.096906
-0.154503,-0.126669
-0.153792,-0.136977
-0.182356,-0.197184
-0.183208,-0.196338
-0.212217,-0.256106
-0.212349,-0.255974
-0.232116,-0.340224
-0.233123,-0.339223
-0.253514,-0.422854
-0.253633,-0.422735
-0.275020,-0.505375
-0.251172,-0.546105
-0.250401,-0.667784
-0.258003,-0.654556
-0.257498,-0.775974
-0.258747,-0.774730
-0.218080,-0.947721
-0.239196,-0.920902
-0.220997,-1.065726
-0.222517,-1.064210
-0.205347,-1.208010
-0.194706,-1.219791
-0.147022,-1.397528
-0.149117,-1.395437
-0.103009,-1.571602
-0.103157,-1.571453
-0.037533,-1.764598
-0.039701,-1.762434
0.024341,-1.954000
0.024167,-1.953826
0.086073,-2.143259
0.116701,-2.163727
0.208166,-2.372560
0.197793,-2.365575
0.288007,-2.573160
0.286270,-2.571426
0.416979,-2.795141
0.395670,-2.786017
0.503398,-2.998938
0.501884,-2.997427
0.608778,-3.209518
0.619419,-3.212632
0.757170,-3.433003
0.755635,-3.431472
0.892476,-3.650936
0.892269,-3.650729
1.049768,-3.871869
1.048444,-3.870548
1.205200,-4.090947
1.205005,-4.090752
1.360426,-4.309820
1.394372,-4.310851
1.583114,-4.530325
1.571736,-4.529918
1.759884,-4.748801
1.759046,-4.747965
1.992643,-4.961602
1.969356,-4.963663
2.178865,-5.178563
2.178159,-5.177859
2.387389,-5.392481
2.398494,-5.390196
2.640619,-5.597546
2.639870,-5.596800
2.881604,-5.803760
2.881482,-5.803638
3.143379,-6.002122
3.142761,-6.001506
3.404352,-6.199685
3.404244,-6.199578
3.665205,-6.397130
3.693534,-6.381077
3.982684,-6.562438
3.973169,-6.567716
4.262045,-6.748804
4.261761,-6.748523
4.582083,-6.900619
4.566234,-6.914991
4.870484,-7.081237
4.870381,-7.081136
5.174704,-7.247457
5.181555,-7.239329
5.506532,-7.381367
5.506631,-7.381469
5.831827,-7.523728
5.831776,-7.523677
6.168010,-7.647556
6.168317,-7.647865
6.504920,-7.772115
6.504887,-7.772082
6.841773,-7.896618
6.854792,-7.867306
7.205232,-7.963066
7.200819,-7.972763
7.551485,-8.068752
7.552055,-8.069324
7.913302,-8.123812
7.908442,-8.144994
8.265454,-8.221292
8.266175,-8.222015
8.623776,-8.298904
8.625139,-8.288168
8.987585,-8.333603
8.988600,-8.334621
9.351885,-8.380897
9.351928,-8.380941
9.715763,-8.406313
9.716919,-8.407472
10.081679,-8.433772
10.081740,-8.433834
10.447630,-8.461267
10.443158,-8.429101
10.805502,-8.425295
10.806981,-8.436006
11.170000,-8.432878
11.171182,-8.434064
11.520140,-8.388750
11.532586,-8.407047
11.864532,-8.335707
11.766439,-8.262790
12.189876,-8.304755
12.143877,-8.247432
12.489494,-8.199864
12.496401,-8.206711
12.850980,-8.168054
12.849970,-8.167041
13.239334,-8.171587
13.246362,-8.178564
13.643073,-8.190412
13.642751,-8.190087
14.046096,-8.208518
14.182799,-8.364317
14.713240,-8.528944
14.672952,-8.482275
15.211439,-8.654902
15.212802,-8.656226
15.904807,-9.021861
15.826745,-8.924036
16.440803,-9.191923
16.438519,-9.189604
17.049547,-9.454431
17.073337,-9.489531
17.751685,-9.855577
17.746123,-9.849985
18.418652,-10.210186
18.418880,-10.210413
19.088515,-10.594433
19.082576,-10.588468
19.746719,-10.966973
19.746680,-10.966933
20.405079,-11.339667
20.350621,-11.328897
20.957261,-11.693562
20.972847,-11.694577
21.574079,-12.053810
21.570817,-12.050525
22.053305,-12.354752
22.112135,-12.381701
22.651016,-12.710420
22.650195,-12.709578
23.189275,-13.038478
23.160675,-13.026440
23.614830,-13.320085
23.616787,-13.322023
24.073620,-13.618330
24.073282,-13.617991
24.482931,-13.901960
24.486338,-13.905349
24.899620,-14.192936
24.899443,-14.192758
25.315944,-14.483547
25.264299,-14.486219
25.630638,-14.781162
25.648419,-14.780832
26.017695,-15.078697
26.021457,-15.082445
26.344515,-15.409434
26.369462,-15.396703
26.721032,-15.714510
26.724173,-15.717638
27.077979,-16.037672
27.065221,-16.043971
27.383140,-16.385280
27.385671,-16.387798
27.705161,-16.730667
27.705476,-16.730981
27.997679,-17.085114
27.999593,-17.087016
28.292798,-17.442141
28.293110,-17.442452
28.588253,-17.799503
28.530979,-17.799695
28.769912,-18.158002
28.789029,-18.157960
29.028736,-18.517030
29.029959,-18.518243
29.171383,-18.853904
29.221678,-18.866756
29.414731,-19.216594
29.416240,-19.218093
29.610148,-19.568778
29.583626,-19.560507
29.699386,-19.887791
29.701948,-19.890342
29.819672,-20.219581
29.819844,-20.219753
29.884624,-20.531038
29.887735,-20.534140
29.954969,-20.847870
29.955151,-20.848052
30.025436,-21.164824
29.946342,-21.135810
29.940320,-21.426354
29.966553,-21.435891
29.962282,-21.728178
29.965595,-21.731483
29.865742,-21.989848
29.915719,-22.008990
29.869197,-22.289843
29.872574,-22.293211
29.828382,-22.576386
29.804801,-22.567387
29.692758,-22.826448
29.696651,-22.830332
29.587431,-23.092208
29.587757,-23.092534
29.437691,-23.340105
29.441455,-23.343861
29.294030,-23.594065
29.294380,-23.594415
29.150689,-23.848345
29.086489,-23.820200
28.880527,-24.047913
28.902173,-24.057539
28.698314,-24.287347
28.701305,-24.290331
28.412335,-24.475595
28.456892,-24.499865
28.215450,-24.712363
28.218322,-24.715227
27.978591,-24.929430
27.956755,-24.916574
27.653803,-25.094491
27.657238,-25.097919
27.356641,-25.278185
27.356983,-25.278526
27.016605,-25.433423
27.020078,-25.436889
26.682104,-25.594184
26.682440,-25.594519
26.347915,-25.755257
26.286791,-25.711010
25.893540,-25.829897
25.913932,-25.844661
25.522490,-25.965351
25.525519,-25.968373
25.059765,-26.028213
25.098976,-26.060690
24.675472,-26.156039
24.678469,-26.159029
24.256830,-26.256238
24.238816,-26.240297
23.765572,-26.292111
23.769110,-26.295643
23.298328,-26.349914
23.298665,-26.350251
22.798736,-26.375600
22.802198,-26.379057
22.304649,-26.406781
22.304991,-26.407122
21.810883,-26.438282
21.768059,-26.390825
21.233036,-26.376439
21.247483,-26.392428
20.714333,-26.379909
20.717103,-26.382674
20.135298,-26.306099
20.161439,-26.339938
19.608502,-26.299925
19.611092,-26.302511
19.059666,-26.264005
19.048107,-26.247334
18.463983,-26.160792
18.466908,-26.163714
17.884714,-26.079099
17.885035,-26.079419
17.285658,-25.963602
17.288442,-25.966383
16.690889,-25.852386
16.691199,-25.852697
16.096423,-25.741475
16.071735,-25.691147
15.453821,-25.531149
15.462165,-25.548038
14.845680,-25.389467
14.847826,-25.391611
14.207082,-25.166272
14.220629,-25.201072
13.595537,-25.012638
13.597521,-25.014620
12.973535,-24.827291
12.968418,-24.810478
12.330550,-24.574176
12.332765,-24.576391
11.696319,-24.341511
11.696577,-24.341770
11.055699,-24.075870
